"Sample_name","class","species","tot"
"MiMammal.0621.5Sqm.Dn.1","Aves","Poecile atricapillus",66
"MiMammal.0621.5Sqm.Dn.1","Hyperoartia","Lampetra sp. CBM:ZF:17561",2275
"MiMammal.0621.5Sqm.Dn.3","Actinopteri","Ameiurus nebulosus",306
"MiMammal.0621.5Sqm.Dn.3","Actinopteri","Oncorhynchus clarkii",9922
"MiMammal.0621.5Sqm.Dn.3","Actinopteri","Oncorhynchus kisutch",1238
"MiMammal.0621.5Sqm.Dn.3","Actinopteri","Oncorhynchus mykiss",146
"MiMammal.0621.5Sqm.Dn.3","Actinopteri","Pimephales promelas",39
"MiMammal.0621.5Sqm.Dn.3","Aves","Haemorhous mexicanus",507
"MiMammal.0621.5Sqm.Dn.3","Aves","Junco hyemalis",508
"MiMammal.0621.5Sqm.Dn.3","Aves","Melospiza melodia",3598
"MiMammal.0621.5Sqm.Dn.3","Aves","Pheucticus melanocephalus",73
"MiMammal.0621.5Sqm.Dn.3","Aves","Poecile atricapillus",120
"MiMammal.0621.5Sqm.Dn.3","Aves","Turdus migratorius",28
"MiMammal.0621.5Sqm.Dn.3","Hyperoartia","Lampetra sp. CBM:ZF:17561",472
"MiMammal.0721.1Prt.Dn.2","Actinopteri","Oncorhynchus clarkii",4437
"MiMammal.0721.1Prt.Dn.2","Actinopteri","Oncorhynchus kisutch",1313
"MiMammal.0721.1Prt.Dn.2","Aves","Melospiza melodia",200
"MiMammal.0721.1Prt.Dn.2","Aves","Sturnus vulgaris",22
"MiMammal.0721.1Prt.Dn.2","Hyperoartia","Lampetra sp. CBM:ZF:17561",248
"MiMammal.0721.1Prt.Dn.2","Mammalia","Didelphis virginiana",29271
"MiMammal.0721.1Prt.Dn.2","Mammalia","Sus scrofa",514
"MiMammal.0721.1Prt.Dn.3","Actinopteri","Oncorhynchus clarkii",3490
"MiMammal.0721.1Prt.Dn.3","Actinopteri","Oncorhynchus kisutch",1577
"MiMammal.0721.1Prt.Dn.3","Aves","Melospiza melodia",116
"MiMammal.0721.1Prt.Dn.3","Hyperoartia","Lampetra sp. CBM:ZF:17561",1026
"MiMammal.0721.1Prt.Dn.3","Mammalia","Didelphis virginiana",35610
"MiMammal.0721.2Brn.Dn.2","Actinopteri","Oncorhynchus clarkii",3682
"MiMammal.0721.2Brn.Dn.2","Actinopteri","Oncorhynchus kisutch",1454
"MiMammal.0721.2Brn.Dn.2","Mammalia","Didelphis virginiana",26212
"MiMammal.0721.3Chk.Up.2","Actinopteri","Oncorhynchus clarkii",17098
"MiMammal.0721.3Chk.Up.2","Actinopteri","Oncorhynchus mykiss",221
"MiMammal.0721.3Chk.Up.2","Aves","Melospiza melodia",196
"MiMammal.0721.3Chk.Up.2","Mammalia","Didelphis virginiana",10503
"MiMammal.0721.3Chk.Up.3","Actinopteri","Oncorhynchus clarkii",14012
"MiMammal.0721.3Chk.Up.3","Actinopteri","Oncorhynchus mykiss",459
"MiMammal.0721.3Chk.Up.3","Aves","Megaceryle alcyon",45
"MiMammal.0721.3Chk.Up.3","Mammalia","Canis lupus",77
"MiMammal.0721.3Chk.Up.3","Mammalia","Didelphis virginiana",10089
"MiMammal.0721.4Pad.Dn.3","Actinopteri","Gasterosteus aculeatus",1024
"MiMammal.0721.4Pad.Dn.3","Actinopteri","Oncorhynchus clarkii",801
"MiMammal.0721.4Pad.Dn.3","Actinopteri","Oncorhynchus kisutch",117
"MiMammal.0721.4Pad.Dn.3","Actinopteri","Oncorhynchus mykiss",2284
"MiMammal.0721.4Pad.Up11.1","Actinopteri","Oncorhynchus clarkii",2867
"MiMammal.0721.4Pad.Up11.1","Actinopteri","Oncorhynchus kisutch",2859
"MiMammal.0721.4Pad.Up11.1","Actinopteri","Oncorhynchus mykiss",12324
"MiMammal.0721.4Pad.Up11.1","Actinopteri","Perca flavescens",125
"MiMammal.0721.4Pad.Up11.1","Aves","Melospiza melodia",1370
"MiMammal.0721.4Pad.Up11.1","Aves","Pipilo maculatus",226
"MiMammal.0721.4Pad.Up5.2","Actinopteri","Oncorhynchus kisutch",1134
"MiMammal.0721.4Pad.Up5.2","Actinopteri","Perca flavescens",35
"MiMammal.0721.4Pad.Up5.2","Aves","Melospiza melodia",791
"MiMammal.0721.4Pad.Up5.2","Aves","Pipilo maculatus",36
"MiMammal.0721.4Pad.Up5.2","Aves","Turdus migratorius",5
"MiMammal.0721.5Sqm.Dn.3","Actinopteri","Oncorhynchus clarkii",10571
"MiMammal.0721.5Sqm.Dn.3","Actinopteri","Oncorhynchus kisutch",2690
"MiMammal.0721.5Sqm.Dn.3","Aves","Turdus migratorius",2
"MiMammal.0721.5Sqm.Up.2","Actinopteri","Oncorhynchus clarkii",21800
"MiMammal.0721.5Sqm.Up.2","Actinopteri","Oncorhynchus kisutch",10516
"MiMammal.0721.5Sqm.Up.2","Aves","Junco hyemalis",6843
"MiMammal.0721.5Sqm.Up.2","Aves","Melospiza melodia",108
"MiMammal.0721.5Sqm.Up.2","Aves","Pheucticus melanocephalus",261
"MiMammal.0721.5Sqm.Up.2","Aves","Turdus migratorius",154
"MiMammal.0721.5Sqm.Up.2","Hyperoartia","Lampetra sp. CBM:ZF:17561",1777
"MiMammal.0721.5Sqm.Up.2","Mammalia","Canis lupus",145
"MiMammal.0821.1Prt.Dn.1","Actinopteri","Oncorhynchus clarkii",104
"MiMammal.0821.1Prt.Dn.1","Actinopteri","Oncorhynchus kisutch",41
"MiMammal.0821.1Prt.Dn.1","Hyperoartia","Lampetra sp. CBM:ZF:17561",5
"MiMammal.0821.1Prt.Dn.1","Mammalia","Didelphis virginiana",1826
"MiMammal.0821.1Prt.Dn.2","Actinopteri","Oncorhynchus clarkii",4263
"MiMammal.0821.1Prt.Dn.2","Actinopteri","Oncorhynchus kisutch",1575
"MiMammal.0821.1Prt.Dn.2","Aves","Piranga ludoviciana",9
"MiMammal.0821.1Prt.Dn.2","Hyperoartia","Lampetra sp. CBM:ZF:17561",72
"MiMammal.0821.1Prt.Dn.2","Mammalia","Didelphis virginiana",25945
"MiMammal.0821.1Prt.Dn.2","Mammalia","Felis catus",3765
"MiMammal.0821.1Prt.Dn.3","Actinopteri","Oncorhynchus clarkii",1127
"MiMammal.0821.1Prt.Dn.3","Actinopteri","Oncorhynchus kisutch",495
"MiMammal.0821.1Prt.Dn.3","Hyperoartia","Lampetra sp. CBM:ZF:17561",266
"MiMammal.0821.1Prt.Dn.3","Mammalia","Didelphis virginiana",30891
"MiMammal.0821.1Prt.Up.1","Actinopteri","Oncorhynchus clarkii",1270
"MiMammal.0821.1Prt.Up.1","Actinopteri","Oncorhynchus kisutch",15
"MiMammal.0821.1Prt.Up.1","Aves","Meleagris gallopavo",812
"MiMammal.0821.1Prt.Up.1","Hyperoartia","Lampetra sp. CBM:ZF:17561",35
"MiMammal.0821.1Prt.Up.1","Mammalia","Didelphis virginiana",28517
"MiMammal.0821.1Prt.Up.2","Actinopteri","Oncorhynchus clarkii",1527
"MiMammal.0821.1Prt.Up.2","Actinopteri","Oncorhynchus kisutch",230
"MiMammal.0821.1Prt.Up.2","Hyperoartia","Lampetra sp. CBM:ZF:17561",825
"MiMammal.0821.1Prt.Up.2","Mammalia","Didelphis virginiana",5722
"MiMammal.0821.1Prt.Up.3","Actinopteri","Oncorhynchus clarkii",1144
"MiMammal.0821.1Prt.Up.3","Actinopteri","Oncorhynchus kisutch",724
"MiMammal.0821.1Prt.Up.3","Mammalia","Didelphis virginiana",16563
"MiMammal.0821.1Prt.Up.3","Mammalia","Scapanus orarius",1616
"MiMammal.0821.2Brn.Dn.1","Actinopteri","Oncorhynchus clarkii",21535
"MiMammal.0821.2Brn.Dn.1","Actinopteri","Oncorhynchus kisutch",5176
"MiMammal.0821.2Brn.Dn.1","Aves","Poecile atricapillus",70
"MiMammal.0821.2Brn.Dn.2","Actinopteri","Oncorhynchus clarkii",9256
"MiMammal.0821.2Brn.Dn.2","Actinopteri","Oncorhynchus kisutch",3135
"MiMammal.0821.2Brn.Dn.2","Aves","Melospiza melodia",2903
"MiMammal.0821.2Brn.Dn.3","Actinopteri","Oncorhynchus clarkii",17698
"MiMammal.0821.2Brn.Dn.3","Actinopteri","Oncorhynchus kisutch",6664
"MiMammal.0821.2Brn.Dn.3","Mammalia","Canis lupus",1109
"MiMammal.0821.2Brn.Up.2","Aves","Pheucticus melanocephalus",158
"MiMammal.0821.2Brn.Up.2","Aves","Piranga ludoviciana",421
"MiMammal.0821.2Brn.Up.3","Aves","Turdus migratorius",15
"MiMammal.0821.2Brn.Up.3","Mammalia","Aplodontia rufa",60
"MiMammal.0821.2Brn.Up.3","Mammalia","Canis lupus",392
"MiMammal.0821.3Chk.Dn.1","Actinopteri","Oncorhynchus clarkii",49416
"MiMammal.0821.3Chk.Dn.1","Actinopteri","Oncorhynchus mykiss",1165
"MiMammal.0821.3Chk.Dn.2","Actinopteri","Oncorhynchus clarkii",23792
"MiMammal.0821.3Chk.Dn.2","Actinopteri","Oncorhynchus mykiss",755
"MiMammal.0821.3Chk.Dn.2","Mammalia","Canis lupus",233
"MiMammal.0821.3Chk.Dn.3","Actinopteri","Oncorhynchus clarkii",42196
"MiMammal.0821.3Chk.Up.1","Actinopteri","Oncorhynchus clarkii",19668
"MiMammal.0821.3Chk.Up.2","Actinopteri","Oncorhynchus clarkii",33270
"MiMammal.0821.3Chk.Up.2","Aves","Megaceryle alcyon",277
"MiMammal.0821.3Chk.Up.2","Aves","Melospiza melodia",327
"MiMammal.0821.3Chk.Up.3","Actinopteri","Oncorhynchus clarkii",81989
"MiMammal.0821.3Chk.Up.3","Aves","Melospiza melodia",183
"MiMammal.0821.3Chk.Up.3","Mammalia","Sus scrofa",189
"MiMammal.0821.4Pad.Dn.1","Actinopteri","Gasterosteus aculeatus",1218
"MiMammal.0821.4Pad.Dn.1","Actinopteri","Oncorhynchus clarkii",785
"MiMammal.0821.4Pad.Dn.1","Actinopteri","Oncorhynchus kisutch",112
"MiMammal.0821.4Pad.Dn.1","Actinopteri","Oncorhynchus mykiss",228
"MiMammal.0821.4Pad.Dn.1","Aves","Melospiza melodia",499
"MiMammal.0821.4Pad.Dn.2","Actinopteri","Gasterosteus aculeatus",1489
"MiMammal.0821.4Pad.Dn.2","Actinopteri","Oncorhynchus clarkii",1209
"MiMammal.0821.4Pad.Dn.2","Actinopteri","Oncorhynchus mykiss",413
"MiMammal.0821.4Pad.Dn.2","Aves","Melospiza melodia",107
"MiMammal.0821.4Pad.Dn.2","Mammalia","Felis catus",106
"MiMammal.0821.4Pad.Dn.3","Actinopteri","Gasterosteus aculeatus",1875
"MiMammal.0821.4Pad.Dn.3","Actinopteri","Oncorhynchus clarkii",723
"MiMammal.0821.4Pad.Dn.3","Actinopteri","Oncorhynchus kisutch",74
"MiMammal.0821.4Pad.Dn.3","Actinopteri","Oncorhynchus mykiss",749
"MiMammal.0821.4Pad.Dn.3","Aves","Sturnus vulgaris",4
"MiMammal.0821.4Pad.Up11.1","Actinopteri","Oncorhynchus clarkii",544
"MiMammal.0821.4Pad.Up11.1","Actinopteri","Oncorhynchus kisutch",556
"MiMammal.0821.4Pad.Up11.1","Actinopteri","Oncorhynchus mykiss",5055
"MiMammal.0821.4Pad.Up11.1","Actinopteri","Perca flavescens",16
"MiMammal.0821.4Pad.Up11.1","Aves","Poecile atricapillus",44
"MiMammal.0821.4Pad.Up11.2","Actinopteri","Oncorhynchus clarkii",1730
"MiMammal.0821.4Pad.Up11.2","Actinopteri","Oncorhynchus kisutch",2041
"MiMammal.0821.4Pad.Up11.2","Actinopteri","Oncorhynchus mykiss",16921
"MiMammal.0821.4Pad.Up11.2","Actinopteri","Perca flavescens",80
"MiMammal.0821.4Pad.Up11.2","Aves","Bombycilla cedrorum",149
"MiMammal.0821.4Pad.Up11.2","Aves","Melospiza melodia",337
"MiMammal.0821.4Pad.Up11.3","Actinopteri","Oncorhynchus clarkii",340
"MiMammal.0821.4Pad.Up11.3","Actinopteri","Oncorhynchus kisutch",636
"MiMammal.0821.4Pad.Up11.3","Actinopteri","Oncorhynchus mykiss",6439
"MiMammal.0821.4Pad.Up11.3","Aves","Melospiza melodia",25
"MiMammal.0821.4Pad.Up11.3","Mammalia","Sus scrofa",15843
"MiMammal.0821.4Pad.Up5.1","Actinopteri","Oncorhynchus kisutch",3101
"MiMammal.0821.4Pad.Up5.1","Actinopteri","Perca flavescens",389
"MiMammal.0821.4Pad.Up5.1","Aves","Melospiza melodia",12000
"MiMammal.0821.4Pad.Up5.2","Actinopteri","Oncorhynchus kisutch",8186
"MiMammal.0821.4Pad.Up5.2","Aves","Pipilo maculatus",10161
"MiMammal.0821.4Pad.Up5.2","Mammalia","Canis lupus",13125
"MiMammal.0821.4Pad.Up5.2TR2","Actinopteri","Gasterosteus aculeatus",1782
"MiMammal.0821.4Pad.Up5.2TR2","Actinopteri","Oncorhynchus clarkii",336
"MiMammal.0821.4Pad.Up5.2TR2","Actinopteri","Oncorhynchus mykiss",49
"MiMammal.0821.4Pad.Up5.2TR2","Mammalia","Sus scrofa",986
"MiMammal.0821.4Pad.Up5.2TR3","Actinopteri","Gasterosteus aculeatus",779
"MiMammal.0821.4Pad.Up5.2TR3","Actinopteri","Oncorhynchus clarkii",129
"MiMammal.0821.4Pad.Up5.2TR3","Actinopteri","Oncorhynchus mykiss",400
"MiMammal.0821.4Pad.Up5.2TR3","Aves","Melospiza melodia",180
"MiMammal.0821.4Pad.Up5.3","Actinopteri","Oncorhynchus clarkii",563
"MiMammal.0821.4Pad.Up5.3","Actinopteri","Oncorhynchus kisutch",5473
"MiMammal.0821.4Pad.Up5.3","Actinopteri","Perca flavescens",294
"MiMammal.0821.4Pad.Up5.3","Aves","Melospiza melodia",6432
"MiMammal.0821.4Pad.Up5.3","Aves","Poecile atricapillus",140
"MiMammal.0821.4Pad.Up5.3","Hyperoartia","Lampetra sp. CBM:ZF:17561",63
"MiMammal.0821.5Sqm.Dn.1","Actinopteri","Oncorhynchus clarkii",9820
"MiMammal.0821.5Sqm.Dn.1","Actinopteri","Oncorhynchus kisutch",525
"MiMammal.0821.5Sqm.Dn.1","Aves","Melospiza melodia",135
"MiMammal.0821.5Sqm.Dn.1","Aves","Pipilo maculatus",81
"MiMammal.0821.5Sqm.Dn.1","Aves","Piranga ludoviciana",9
"MiMammal.0821.5Sqm.Dn.1","Hyperoartia","Lampetra sp. CBM:ZF:17561",39
"MiMammal.0821.5Sqm.Dn.2","Actinopteri","Oncorhynchus clarkii",23414
"MiMammal.0821.5Sqm.Dn.2","Actinopteri","Oncorhynchus kisutch",1234
"MiMammal.0821.5Sqm.Dn.2","Aves","Pipilo maculatus",349
"MiMammal.0821.5Sqm.Dn.2","Hyperoartia","Lampetra sp. CBM:ZF:17561",181
"MiMammal.0821.5Sqm.Dn.2","Mammalia","Canis lupus",590
"MiMammal.0821.5Sqm.Up.1","Actinopteri","Oncorhynchus clarkii",25900
"MiMammal.0821.5Sqm.Up.1","Actinopteri","Oncorhynchus kisutch",11064
"MiMammal.0821.5Sqm.Up.1","Aves","Melospiza melodia",3089
"MiMammal.0821.5Sqm.Up.1","Aves","Pheucticus melanocephalus",25
"MiMammal.0821.5Sqm.Up.1","Aves","Poecile atricapillus",34
"MiMammal.0821.5Sqm.Up.1","Aves","Turdus migratorius",25
"MiMammal.0821.5Sqm.Up.1","Hyperoartia","Lampetra sp. CBM:ZF:17561",2586
"MiMammal.0821.5Sqm.Up.2","Actinopteri","Oncorhynchus clarkii",13478
"MiMammal.0821.5Sqm.Up.2","Actinopteri","Oncorhynchus kisutch",5675
"MiMammal.0821.5Sqm.Up.2","Aves","Melospiza melodia",823
"MiMammal.0821.5Sqm.Up.2","Hyperoartia","Lampetra sp. CBM:ZF:17561",1985
"MiMammal.0821.5Sqm.Up.2","Mammalia","Sus scrofa",16
"MiMammal.0821.5Sqm.Up.3","Actinopteri","Oncorhynchus clarkii",48390
"MiMammal.0821.5Sqm.Up.3","Actinopteri","Oncorhynchus kisutch",22157
"MiMammal.0821.5Sqm.Up.3","Aves","Melospiza melodia",3482
"MiMammal.0821.5Sqm.Up.3","Hyperoartia","Lampetra sp. CBM:ZF:17561",3688
"MiMammal.0821.Kangaroo","Mammalia","Didelphis virginiana",3
"MiMammal.0821.Kangaroo","Mammalia","Osphranter rufus",95554
"MiMammal.Kangaroo.Run.6","Mammalia","Osphranter robustus",94
"MiMammal.Kangaroo.Run.6","Mammalia","Osphranter rufus",40793
